"SK_ID_CURR","TARGET"
100004,0.258160650730133
100008,0.551150739192963
100020,0.899768769741058
100022,0.133726224303246
100027,0.129944905638695
100036,0.591908276081085
100047,0.613602578639984
100052,0.550469040870667
100055,0.209398791193962
100062,0.319443255662918
100064,0.357698023319244
100071,0.0805748775601387
100073,0.26403933763504
100099,0.223816633224487
100126,0.513536632061005
100136,0.542310774326324
100137,0.659756481647491
100139,0.568365693092346
100143,0.18443500995636
100152,0.589096069335938
100153,0.365903407335281
100154,0.355422556400299
100164,0.222993761301041
100178,0.220532655715942
100211,0.795954883098602
100216,0.046131394803524
100218,0.271015405654907
100224,0.259822279214859
100230,0.628109693527222
100249,0.667473375797272
100251,0.368120193481445
100259,0.493002563714981
100263,0.450559794902802
100268,0.533101439476013
100269,0.821332037448883
100273,0.593717694282532
100284,0.36628270149231
100286,0.223424956202507
100289,0.172717988491058
100308,0.160917222499847
100309,0.408236622810364
100321,0.744639575481415
100347,0.359948992729187
100350,0.644267082214355
100357,0.294280052185059
100363,0.166320785880089
100365,0.290121912956238
100368,0.377658575773239
100400,0.273553133010864
100411,0.378950536251068
100412,0.478918999433517
100420,0.229819536209106
100427,0.390730530023575
100428,0.147230923175812
100437,0.30954322218895
100449,0.293557733297348
100464,0.597125649452209
100469,0.102058880031109
100475,0.0770858228206635
100480,0.658608615398407
100486,0.223428532481194
100493,0.322187811136246
100518,0.311697900295258
100574,0.191103637218475
100586,0.254112720489502
100598,0.585676491260529
100599,0.521174669265747
100604,0.180392771959305
100610,0.273417562246323
100616,0.721660673618317
100657,0.385236889123917
100661,0.418343156576157
100662,0.334944486618042
100678,0.259098082780838
100686,0.105144836008549
100688,0.712892532348633
100693,0.218444481492043
100698,0.327796459197998
100708,0.639698803424835
100738,0.320497930049896
100756,0.0583738945424557
100766,0.283573746681213
100774,0.570693850517273
100787,0.361545383930206
100808,0.480684131383896
100812,0.136290669441223
100816,0.464215278625488
100819,0.307927757501602
100825,0.614508271217346
100835,0.529146194458008
100839,0.838901996612549
100864,0.580882430076599
100891,0.168407335877419
100894,0.447731465101242
100895,0.284048140048981
100908,0.376464009284973
100927,0.206854194402695
100933,0.232647031545639
100943,0.230699136853218
100975,0.0869797021150589
100977,0.220646262168884
101000,0.739937245845795
101016,0.668292164802551
101050,0.860566794872284
101068,0.420981287956238
101083,0.475736796855927
101084,0.732180237770081
101091,0.487294435501099
101095,0.162995994091034
101103,0.4939124584198
101111,0.570513784885406
101127,0.693568348884583
101137,0.268051832914352
101142,0.697817504405975
101146,0.598573625087738
101147,0.67609316110611
101172,0.508000731468201
101174,0.240787550806999
101179,0.678035020828247
101182,0.639140784740448
101188,0.222641363739967
101208,0.673409461975098
101215,0.343113958835602
101221,0.562718510627747
101227,0.160669609904289
101232,0.392395824193954
101236,0.223939254879951
101242,0.419965863227844
101260,0.309622794389725
101262,0.166954457759857
101280,0.223980501294136
101286,0.616308689117432
101289,0.341833889484406
101324,0.635543704032898
101373,0.751960933208466
101381,0.365296006202698
101388,0.831108033657074
101392,0.283202677965164
101443,0.34040755033493
101444,0.644863724708557
101451,0.480016648769379
101456,0.458000093698502
101464,0.307389885187149
101499,0.484823167324066
101501,0.686466753482819
101511,0.424139738082886
101533,0.413899123668671
101536,0.301173746585846
101542,0.227389574050903
101550,0.138845190405846
101559,0.859764397144318
101562,0.740608930587769
101583,0.176200643181801
101584,0.693311214447021
101589,0.56972599029541
101604,0.174129337072372
101628,0.0389928370714188
101656,0.437443614006042
101662,0.417528808116913
101710,0.231628969311714
101713,0.218129545450211
101783,0.345659166574478
101793,0.435041755437851
101807,0.640347719192505
